fecha_hora,sensor_id,temperatura_c,humedad_pct
2026-03-25 06:00:00,S01,23.7,56.1
2026-03-25 07:00:00,S01,22.81,53.0
2026-03-25 08:00:00,S01,22.57,55.4
2026-03-25 09:00:00,S01,22.43,51.3
2026-03-25 10:00:00,S01,21.1,56.1
2026-03-25 11:00:00,S01,17.92,60.8
2026-03-25 12:00:00,S01,18.74,
2026-03-25 13:00:00,S01,15.88,57.8
2026-03-25 14:00:00,S01,14.28,61.3
2026-03-25 15:00:00,S01,14.65,66.1
2026-03-25 16:00:00,S01,13.73,66.0
2026-03-25 17:00:00,S01,11.64,68.6
2026-03-25 18:00:00,S01,11.72,67.2
2026-03-25 19:00:00,S01,11.23,70.2
2026-03-25 20:00:00,S01,13.46,68.3
2026-03-25 21:00:00,S01,14.48,70.6
2026-03-25 22:00:00,S01,14.65,64.8
2026-03-25 23:00:00,S01,17.56,60.0
2026-03-26 00:00:00,S01,18.73,59.5
2026-03-26 01:00:00,S01,19.45,61.1
2026-03-26 02:00:00,S01,21.58,61.4
2026-03-26 03:00:00,S01,20.92,57.1
2026-03-26 04:00:00,S01,22.99,48.1
2026-03-26 05:00:00,S01,24.0,50.9
2026-03-26 06:00:00,S01,23.99,47.5
2026-03-26 07:00:00,S01,25.44,45.8
2026-03-26 08:00:00,S01,23.44,57.1
2026-03-26 09:00:00,S01,22.54,52.0
2026-03-26 10:00:00,S01,19.94,54.8
2026-03-26 11:00:00,S01,19.4,61.9
2026-03-26 12:00:00,S01,17.37,61.1
2026-03-26 13:00:00,S01,18.33,56.0
2026-03-26 14:00:00,S01,14.67,65.1
2026-03-26 15:00:00,S01,13.85,61.9
2026-03-26 16:00:00,S01,13.78,63.7
2026-03-26 17:00:00,S01,12.73,68.4
2026-03-26 18:00:00,S01,10.87,63.0
2026-03-26 19:00:00,S01,12.72,
2026-03-26 20:00:00,S01,13.37,67.6
2026-03-26 21:00:00,S01,13.61,69.0
2026-03-26 22:00:00,S01,15.37,62.7
2026-03-26 23:00:00,S01,16.53,63.4
2026-03-27 00:00:00,S01,16.89,58.6
2026-03-27 01:00:00,S01,19.1,55.5
2026-03-27 02:00:00,S01,21.02,55.7
2026-03-27 03:00:00,S01,21.77,54.4
2026-03-27 04:00:00,S01,23.63,51.5
2026-03-27 05:00:00,S01,24.6,54.1
2026-03-27 06:00:00,S01,24.22,49.8
2026-03-27 07:00:00,S01,23.5,53.0
2026-03-27 08:00:00,S01,24.29,51.5
2026-03-27 09:00:00,S01,22.35,53.9
2026-03-27 10:00:00,S01,21.28,56.3
2026-03-27 11:00:00,S01,18.94,53.3
2026-03-27 12:00:00,S01,17.83,58.5
2026-03-27 13:00:00,S01,17.25,64.4
2026-03-27 14:00:00,S01,15.59,62.7
2026-03-27 15:00:00,S01,13.61,68.6
2026-03-27 16:00:00,S01,12.81,69.1
2026-03-27 17:00:00,S01,12.36,59.3
2026-03-27 18:00:00,S01,11.25,66.1
2026-03-27 19:00:00,S01,12.06,
2026-03-27 20:00:00,S01,12.39,66.3
2026-03-27 21:00:00,S01,12.65,66.6
2026-03-27 22:00:00,S01,15.12,63.0
2026-03-27 23:00:00,S01,16.33,60.0
2026-03-28 00:00:00,S01,16.83,59.7
2026-03-28 01:00:00,S01,18.92,52.7
2026-03-28 02:00:00,S01,20.93,61.4
2026-03-28 03:00:00,S01,19.93,61.2
2026-03-28 04:00:00,S01,23.34,54.5
2026-03-28 05:00:00,S01,24.01,50.7
2026-03-28 06:00:00,S01,24.52,47.4
2026-03-28 07:00:00,S01,23.32,59.3
2026-03-28 08:00:00,S01,22.06,51.0
2026-03-28 09:00:00,S01,22.75,57.1
2026-03-28 10:00:00,S01,19.9,58.0
2026-03-28 11:00:00,S01,19.99,54.2
2026-03-28 12:00:00,S01,17.46,58.3
2026-03-28 13:00:00,S01,15.64,62.2
2026-03-28 14:00:00,S01,15.24,62.2
2026-03-28 15:00:00,S01,14.66,60.7
2026-03-28 16:00:00,S01,12.68,69.2
2026-03-28 17:00:00,S01,12.01,66.1
2026-03-28 18:00:00,S01,10.65,73.2
2026-03-28 19:00:00,S01,12.87,67.1
2026-03-28 20:00:00,S01,12.86,68.0
2026-03-28 21:00:00,S01,13.54,67.0
2026-03-28 22:00:00,S01,16.05,61.7
2026-03-28 23:00:00,S01,15.19,63.8
2026-03-29 00:00:00,S01,17.6,61.0
2026-03-29 01:00:00,S01,19.56,64.5
2026-03-29 02:00:00,S01,20.76,51.9
2026-03-29 03:00:00,S01,20.29,54.4
2026-03-29 04:00:00,S01,23.48,50.5
2026-03-29 05:00:00,S01,23.77,47.5
2026-03-29 06:00:00,S01,24.81,45.7
2026-03-29 07:00:00,S01,25.43,44.1
2026-03-29 08:00:00,S01,23.05,52.1
2026-03-29 09:00:00,S01,22.55,51.4
2026-03-29 10:00:00,S01,21.2,55.5
2026-03-29 11:00:00,S01,19.69,53.0
2026-03-29 12:00:00,S01,17.89,57.3
2026-03-29 13:00:00,S01,16.76,64.4
2026-03-29 14:00:00,S01,15.9,65.2
2026-03-29 15:00:00,S01,13.08,62.5
2026-03-29 16:00:00,S01,14.32,67.8
2026-03-29 17:00:00,S01,12.61,66.3
2026-03-29 18:00:00,S01,12.24,65.1
2026-03-29 19:00:00,S01,10.41,73.4
2026-03-29 20:00:00,S01,12.8,70.3
2026-03-29 21:00:00,S01,12.98,59.9
2026-03-29 22:00:00,S01,15.46,66.2
2026-03-29 23:00:00,S01,17.21,59.5
2026-03-30 00:00:00,S01,18.92,56.8
2026-03-30 01:00:00,S01,19.42,56.5
2026-03-30 02:00:00,S01,20.94,58.6
2026-03-30 03:00:00,S01,22.59,56.6
2026-03-30 04:00:00,S01,21.52,55.4
2026-03-30 05:00:00,S01,23.45,53.9
2026-03-30 06:00:00,S01,23.57,57.7
2026-03-30 07:00:00,S01,24.21,50.3
2026-03-30 08:00:00,S01,22.83,49.4
2026-03-30 09:00:00,S01,22.84,54.0
2026-03-30 10:00:00,S01,20.85,57.5
2026-03-30 11:00:00,S01,20.24,55.8
2026-03-30 12:00:00,S01,19.77,56.4
2026-03-30 13:00:00,S01,17.69,66.6
2026-03-30 14:00:00,S01,15.76,62.3
2026-03-30 15:00:00,S01,14.67,62.0
2026-03-30 16:00:00,S01,12.51,59.9
2026-03-30 17:00:00,S01,11.59,71.8
2026-03-30 18:00:00,S01,11.32,73.5
2026-03-30 19:00:00,S01,12.36,64.6
2026-03-30 20:00:00,S01,13.98,67.5
2026-03-30 21:00:00,S01,13.17,65.9
2026-03-30 22:00:00,S01,15.37,63.8
2026-03-30 23:00:00,S01,15.45,61.8
